date,ticker,event_type,headline,body,severity_true,sentiment,direction_true,original_date,ret_fwd_5d
2020-08-21,PFE,PRODUCT_LIABILITY,PFE faces product liability lawsuit over safety claims,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",1,negative,-1,2020-01-06,-0.02494837935302119
2020-07-09,RTX,ACCOUNTING_FRAUD,RTX executives charged in accounting fraud scheme,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",2,negative,-1,2020-01-07,0.07330924587733922
2020-12-30,HUM,LABOR_LAWSUIT,Employees file class-action labor lawsuit against HUM,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1,2020-01-08,0.10238596870301109
2020-03-12,RTX,REGULATORY_UPDATE,RTX responds to new regulatory requirements,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,3,negative,-1,2020-01-10,-0.18282918584419794
2020-09-24,CVX,SEC_ENFORCEMENT,CVX to restate earnings after SEC investigation,"According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",0,negative,-1,2020-01-11,-0.01922017286700639
2020-04-16,PG,REGULATORY_UPDATE,PG responds to new regulatory requirements,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,1,neutral,0,2020-01-11,-0.010730435059955079
2020-04-23,NVDA,LABOR_LAWSUIT,Employees file class-action labor lawsuit against NVDA,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1,2020-01-13,0.029118949273674533
2020-10-01,RTX,ACCOUNTING_FRAUD,RTX executives charged in accounting fraud scheme,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",0,negative,-1,2020-01-13,0.05812737182391503
2006-04-24,SBUX,PRODUCT_LIABILITY,Consumers allege defects in SBUX's product in lawsuit,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",3,negative,-1,2020-01-14,
2020-11-09,TGT,LABOR_LAWSUIT,Employees file class-action labor lawsuit against TGT,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",4,negative,-1,2020-01-14,0.06629649545698979
2020-07-28,MCD,REGULATORY_UPDATE,MCD issues statement on updated compliance rules,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",3,negative,-1,2020-01-18,0.015898693420675958
2020-12-21,TSLA,PATENT_IP,TSLA sues competitor over intellectual property theft,"In a ruling that could set a precedent for similar disputes, a federal judge sided with the company on key points but left other claims to be decided at trial. The outcome may influence the competitive landscape in the industry.",2,negative,-1,2020-01-20,0.02482078565225798
2020-05-01,UNH,PRODUCT_LIABILITY,UNH faces product liability lawsuit over safety claims,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",2,negative,-1,2020-01-20,0.008752221192584342
2020-09-21,MRK,REGULATORY_UPDATE,MRK responds to new regulatory requirements,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,3,negative,-1,2020-01-21,-0.004450582436433037
2020-02-03,BA,LABOR_LAWSUIT,BA sued over labor practice allegations,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1,2020-01-24,0.09072793413672486
2020-12-02,AAPL,PATENT_IP,AAPL sues competitor over intellectual property theft,The company filed a complaint alleging theft of proprietary designs by a rival. The case seeks injunctive relief to prevent further use of the contested intellectual property and compensatory damages for losses incurred.,0,negative,-1,2020-01-27,-0.010562360091965983
2020-02-13,PEP,DATA_PRIVACY,PEP fined for violating data privacy regulations,"An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",1,negative,-1,2020-01-28,-0.004232575813649109
2020-05-05,JPM,ACCOUNTING_FRAUD,JPM investigated over alleged accounting misconduct,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",0,negative,-1,2020-01-29,-0.05402144622489402
2020-01-27,KO,SUPPLY_CHAIN,KO resolves supply chain compliance issue,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,0,neutral,0,2020-01-30,0.019137126445177177
2020-05-15,LLY,REGULATORY_UPDATE,Regulatory changes affect LLY's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0,2020-02-05,-0.05068132258176383
2020-09-03,PFE,PRODUCT_LIABILITY,Consumers allege defects in PFE's product in lawsuit,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,3,negative,-1,2020-02-06,-0.009065775956962008
2020-04-08,NFLX,ACCOUNTING_FRAUD,Auditors uncover accounting irregularities at NFLX,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",1,negative,-1,2020-02-15,
2020-11-23,META,ANTITRUST,Regulators probe META for alleged anticompetitive behavior,Regulatory officials allege that the company has been leveraging its market position to stifle competition. The ongoing inquiry is expected to examine pricing strategies and exclusivity agreements.,1,negative,-1,2020-02-16,0.06750336849948813
2020-05-12,GS,FINRA_ACTION,GS faces FINRA action over brokerage violations,The Financial Industry Regulatory Authority sanctioned the company's brokerage division for failing to supervise certain trades. The action includes a fine and remedial measures to improve compliance.,3,negative,-1,2020-02-18,0.0034989597992334254
2020-07-13,MSFT,SUPPLY_CHAIN,MSFT resolves supply chain compliance issue,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,3,negative,-1,2020-02-26,0.02187678872554133
2020-12-18,IBM,LABOR_LAWSUIT,IBM settles labor dispute with workforce,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,1,negative,-1,2020-02-26,-0.008184220538280051
