
date,ticker,event_type,headline,body,severity_true,sentiment,direction_true
2019-05-26,AAPL,ACCOUNTING_FRAUD,AAPL investigated over alleged accounting misconduct,"Auditors discovered discrepancies in the company's financial statements, leading to suspicions of accounting misconduct. The firm has initiated an internal review and engaged outside counsel to ensure transparency.",0,negative,-1
2019-05-26,HUM,LABOR_LAWSUIT,HUM sued over labor practice allegations,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1
2019-05-26,LLY,FDA_APPROVAL,FDA greenlights LLY's novel drug,"After successful clinical trials, the company's drug received FDA approval for market entry. Investors responded positively, reflecting optimism about future sales prospects.",1,positive,1
2019-06-05,TGT,SUPPLY_CHAIN,TGT resolves supply chain compliance issue,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",2,negative,-1
2019-06-06,PEP,PRODUCT_LIABILITY,Consumers allege defects in PEP's product in lawsuit,Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,0,negative,-1
2019-06-12,ORCL,PATENT_IP,Court rules on intellectual property dispute involving ORCL,"In a ruling that could set a precedent for similar disputes, a federal judge sided with the company on key points but left other claims to be decided at trial. The outcome may influence the competitive landscape in the industry.",1,negative,-1
2019-06-12,PG,LABOR_LAWSUIT,PG sued over labor practice allegations,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",0,negative,-1
2019-06-12,C,SEC_ENFORCEMENT,C fined by SEC for disclosure violations,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,1,negative,-1
2019-06-17,BAC,REGULATORY_UPDATE,BAC responds to new regulatory requirements,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,1,neutral,0
2019-06-18,RTX,ACCOUNTING_FRAUD,RTX executives charged in accounting fraud scheme,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",1,negative,-1
2019-06-20,HUM,FDA_APPROVAL,HUM receives FDA approval for new therapy,"After successful clinical trials, the company's drug received FDA approval for market entry. Investors responded positively, reflecting optimism about future sales prospects.",3,positive,1
2019-06-22,MCD,DATA_PRIVACY,MCD under scrutiny for handling of user data,"An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",0,negative,-1
2019-06-24,HD,LABOR_LAWSUIT,HD sued over labor practice allegations,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1
2019-06-25,LMT,REGULATORY_UPDATE,LMT responds to new regulatory requirements,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,0,neutral,0
2019-06-26,JPM,LABOR_LAWSUIT,JPM settles labor dispute with workforce,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1
2019-06-26,LMT,LABOR_LAWSUIT,LMT settles labor dispute with workforce,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,1,negative,-1
2019-06-27,PEP,PRODUCT_LIABILITY,PEP faces product liability lawsuit over safety claims,Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,4,negative,-1
2019-06-27,NVDA,PATENT_IP,NVDA sues competitor over intellectual property theft,"In a ruling that could set a precedent for similar disputes, a federal judge sided with the company on key points but left other claims to be decided at trial. The outcome may influence the competitive landscape in the industry.",0,negative,-1
2019-06-30,TGT,SUPPLY_CHAIN,Regulators scrutinize TGT's supply chain practices,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,3,negative,-1
2019-06-30,AMZN,PATENT_IP,Court rules on intellectual property dispute involving AMZN,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,2,negative,-1
2019-07-03,HD,REGULATORY_UPDATE,Regulatory changes affect HD's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",4,negative,-1
2019-07-04,PFE,LABOR_LAWSUIT,PFE sued over labor practice allegations,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1
2019-07-04,LMT,ANTITRUST,LMT hit with antitrust lawsuit alleging monopolistic conduct,"Government agencies have opened an investigation into the company's practices, citing concerns about monopolistic behavior in the tech sector. The company stated it will fully cooperate with authorities and maintain competitive integrity.",3,negative,-1
2019-07-06,WFC,REGULATORY_UPDATE,WFC responds to new regulatory requirements,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0
